,Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Kecepatan angin rata-rata (m/s),Label,season_Musim Hujan
1833,2013-01-07,23.0,29.4,25.0,90.0,12.4,0.7,4.0,2.0,0,1
1834,2013-01-08,23.0,28.2,24.0,95.0,2.5,0.0,4.0,2.0,0,1
1835,2013-01-09,22.0,26.1,23.1,96.0,46.7,0.0,4.0,2.0,0,1
1836,2013-01-10,22.0,31.6,26.1,78.0,46.9,5.4,6.0,3.0,0,1
1837,2013-01-11,24.0,28.4,25.5,83.0,3.5,3.45,3.0,4.0,0,1
1838,2013-01-12,22.0,30.0,25.3,85.0,29.1,1.5,3.0,3.0,0,1
1839,2013-01-13,23.0,27.6,24.3,94.0,21.9,0.0,3.0,2.0,0,1
1840,2013-01-14,23.0,29.2,25.3,90.0,22.6,0.7,2.0,2.0,0,1
1841,2013-01-15,22.0,27.6,23.0,96.0,74.2,0.0,2.5,2.0,0,1
1842,2013-01-16,22.0,27.3,24.4,94.0,61.4,1.1,3.0,1.0,0,1
1843,2013-01-17,23.0,26.5,24.4,94.0,26.2,0.55,2.0,1.0,0,1
1844,2013-01-18,24.0,26.3,24.9,93.0,26.6,0.0,2.0,1.0,0,1
1845,2013-01-19,23.0,30.8,26.3,86.0,7.7,0.0,4.0,0.0,0,1
1846,2013-01-20,23.0,29.6,25.5,88.0,0.9,4.5,5.0,2.0,0,1
1847,2013-01-21,23.0,31.9,26.2,84.0,2.3,4.0,3.0,2.0,0,1
1848,2013-01-22,23.0,28.4,24.3,94.0,16.95,0.3,4.0,2.0,0,1
1849,2013-01-23,23.0,28.6,24.2,92.0,31.6,1.9,4.0,0.0,0,1
1850,2013-01-24,23.0,29.0,25.0,91.0,1.0,1.2,5.0,3.0,0,1
1851,2013-01-25,23.0,29.0,25.5,88.0,0.6,0.5,4.0,2.0,0,1
1852,2013-01-26,23.0,30.4,25.1,90.0,6.5,4.2,5.0,1.0,0,1
1853,2013-01-27,23.0,31.5,26.1,80.0,6.8,5.6,6.0,2.0,0,1
1854,2013-01-28,23.0,31.7,26.3,82.0,0.0,5.7,6.0,2.0,0,1
1855,2013-01-29,23.0,30.4,26.3,84.0,0.0,5.1,4.0,2.0,0,1
1856,2013-01-30,23.0,29.5,26.2,84.0,6.2,3.2,3.0,2.0,0,1
1857,2013-01-31,22.0,31.8,24.6,92.0,0.0,3.5,3.0,2.0,0,1
1858,2013-02-01,22.0,33.4,26.6,80.0,4.0,3.4,5.0,0.0,0,1
1859,2013-02-02,25.0,29.2,25.7,90.0,0.0,8.0,4.0,2.0,0,1
1860,2013-02-03,21.0,30.5,25.1,86.0,3.3,0.2,5.0,2.0,0,1
1861,2013-02-04,23.0,33.1,25.9,84.0,0.0,5.0,8.0,2.0,0,1
1862,2013-02-05,22.0,31.8,25.5,87.0,55.0,4.8,3.0,2.0,0,1
1863,2013-02-06,23.0,31.4,25.3,88.0,60.5,5.0,3.0,2.0,0,1
1864,2013-02-07,22.0,32.2,25.0,86.0,5.0,3.4,5.0,2.0,0,1
1865,2013-02-08,22.0,32.9,25.9,84.0,53.9,5.7,3.0,3.0,0,1
1866,2013-02-09,23.0,32.8,26.0,85.0,0.2,8.0,3.0,1.0,0,1
1867,2013-02-10,22.0,32.2,25.5,87.0,1.1,5.2,3.0,2.0,0,1
1868,2013-02-11,23.0,31.4,25.7,89.0,8.2,5.6,4.0,2.0,0,1
1869,2013-02-12,24.0,31.4,25.7,90.0,49.3,4.2,4.0,1.0,0,1
1870,2013-02-13,22.0,32.4,25.1,88.0,96.5,5.0,5.0,2.0,0,1
1871,2013-02-14,22.0,29.8,25.1,85.0,3.2,6.9,4.0,2.0,0,1
1872,2013-02-15,22.0,32.0,25.3,87.0,10.0,1.7,4.5,2.0,0,1
1873,2013-02-16,24.0,30.8,26.1,84.0,0.4,6.6,5.0,2.0,0,1
1874,2013-02-17,23.0,29.0,25.1,88.0,5.3,1.2,8.0,2.0,0,1
1875,2013-02-18,24.0,28.4,25.3,86.0,1.2,1.0,10.0,3.0,0,1
1876,2013-02-19,22.0,30.0,24.8,86.0,12.5,0.8,5.0,2.0,0,1
1877,2013-02-20,23.0,30.6,25.6,86.0,2.6,1.4,4.0,2.0,0,1
1878,2013-02-21,23.0,30.6,26.5,77.0,7.8,1.3,7.0,2.0,0,1
1879,2013-02-22,24.0,29.3,25.1,88.0,0.5,4.6,8.0,3.0,0,1
1880,2013-02-23,24.0,29.7,26.0,90.0,3.5,1.8,3.0,4.0,0,1
1881,2013-02-24,24.0,30.7,25.5,84.0,16.9,1.0,9.0,2.0,0,1
1882,2013-02-25,25.0,31.6,28.1,72.0,5.3,4.4,5.0,4.0,0,1
1883,2013-02-26,25.0,32.0,28.0,67.0,0.0,4.4,8.0,3.0,0,1
1884,2013-02-27,25.0,31.2,27.1,75.0,0.0,5.4,8.0,4.0,0,1
1885,2013-02-28,25.0,30.2,27.0,78.0,1.0,3.8,10.0,5.0,0,1
1886,2013-03-01,25.0,31.7,28.0,70.0,2.0,5.7,7.0,4.0,0,1
1887,2013-03-02,24.0,32.4,27.6,76.0,0.0,6.5,5.0,3.0,0,1
1888,2013-03-03,23.0,32.6,26.4,82.0,3.0,5.7,3.0,2.0,0,1
1889,2013-03-04,32.0,30.2,25.4,91.0,6.0,1.3,3.0,2.0,0,1
1890,2013-03-05,22.0,28.8,24.8,87.0,71.5,0.5,3.0,3.0,0,1
1891,2013-03-06,22.0,31.0,24.9,88.0,0.9,3.0,4.0,1.0,0,1
1892,2013-03-07,21.0,32.8,26.4,80.0,1.6,8.0,3.0,2.0,0,1
1893,2013-03-08,22.0,32.0,25.6,86.0,0.0,3.6,4.0,2.0,0,1
1894,2013-03-09,22.0,30.4,24.2,93.0,25.6,4.4,3.0,1.0,0,1
1895,2013-03-10,24.0,30.8,26.5,84.0,18.1,4.2,4.0,2.0,0,1
1896,2013-03-11,23.0,33.5,26.8,80.0,1.4,5.4,4.0,2.0,0,1
1897,2013-03-12,23.0,33.4,26.2,83.0,1.0,5.3,7.0,2.0,0,1
1898,2013-03-13,23.0,33.6,27.2,78.0,0.6,5.2,3.0,2.0,0,1
1899,2013-03-14,23.0,32.0,26.3,84.0,4.566666666666666,0.0,4.0,2.0,0,1
1900,2013-03-15,22.0,32.7,25.9,83.0,8.533333333333333,5.2,4.0,1.0,0,1
1901,2013-03-16,21.0,33.0,25.1,86.0,12.5,5.8,8.0,1.0,0,1
1902,2013-03-17,22.0,32.4,26.4,84.0,16.2,5.2,4.0,1.0,0,1
1903,2013-03-18,21.0,33.5,25.9,82.0,0.1,6.2,3.0,1.0,0,1
1904,2013-03-19,23.0,32.6,26.1,83.0,0.0,7.2,5.0,2.0,0,1
1905,2013-03-20,22.0,33.0,25.6,84.0,22.0,5.9,3.0,3.0,0,1
1906,2013-03-21,23.0,33.4,26.5,78.0,4.5,6.4,5.0,2.0,0,1
1907,2013-03-22,23.0,32.6,25.3,86.0,0.0,4.6,4.0,2.0,0,1
1908,2013-03-23,23.0,32.8,25.8,85.0,31.3,6.0,6.0,2.0,0,1
1909,2013-03-24,23.0,32.0,26.9,82.0,62.6,6.4,3.0,2.0,0,1
1910,2013-03-25,23.0,32.9,26.5,83.0,9.5,4.9,3.0,2.0,0,1
1911,2013-03-26,23.0,33.2,27.3,80.0,9.7,6.0,4.0,1.0,0,1
1912,2013-03-27,24.0,32.6,25.8,86.0,9.9,4.1,4.0,2.0,0,1
1913,2013-03-28,22.0,33.4,25.8,86.0,10.1,6.2,3.0,1.0,0,1
1914,2013-03-29,23.0,33.5,27.1,84.0,7.3,7.0,2.0,2.0,0,1
1915,2013-03-30,23.0,32.3,26.7,83.0,17.3,2.6,4.0,2.0,0,1
1916,2013-03-31,24.0,34.5,26.6,84.0,0.0,6.5,6.0,2.0,0,1
1917,2013-04-01,23.0,33.2,26.3,86.0,32.2,5.4,4.0,2.0,0,0
1918,2013-04-02,24.0,33.3,26.5,86.0,0.0,4.9,4.0,1.0,0,0
1919,2013-04-03,25.0,32.5,27.0,86.0,5.2,5.0,4.0,2.0,0,0
1920,2013-04-04,22.0,32.8,26.4,88.0,0.2,4.9,2.0,2.0,0,0
1921,2013-04-05,23.0,33.4,26.8,85.0,24.4,7.7,4.0,2.0,0,0
1922,2013-04-06,25.0,30.3,25.5,92.0,16.799999999999997,0.6,4.0,1.0,0,0
1923,2013-04-07,23.0,32.4,26.1,87.0,9.2,0.9,5.0,2.0,0,0
1924,2013-04-08,23.0,32.7,26.7,84.0,8.3,4.1,3.0,2.0,0,0
1925,2013-04-09,24.0,33.3,27.0,84.0,6.6000000000000005,4.8,4.0,1.0,0,0
1926,2013-04-10,24.0,31.4,25.9,87.0,4.9,3.7,4.0,1.0,0,0
1927,2013-04-11,23.0,32.0,26.5,86.0,1.5,6.1,4.0,2.0,0,0
1928,2013-04-12,24.0,32.2,26.8,79.0,0.1,2.9,4.0,2.0,0,0
1929,2013-04-13,24.0,30.8,26.7,84.0,4.2,0.6,3.0,3.0,0,0
1930,2013-04-14,23.0,34.0,27.5,79.0,15.45,6.1,3.0,1.0,0,0
1931,2013-04-15,24.0,33.0,27.6,84.0,26.7,5.0,4.5,2.0,0,0
1932,2013-04-16,24.0,33.4,26.6,86.0,4.2,5.4,6.0,2.0,0,0
1933,2013-04-17,23.0,33.5,25.9,87.0,1.0,7.0,6.0,2.0,0,0
1934,2013-04-18,23.0,31.2,24.4,90.0,35.2,2.6,4.0,2.0,0,0
1935,2013-04-19,22.0,32.4,25.3,87.0,12.2,6.8,3.0,1.0,1,0
1936,2013-04-20,22.0,33.8,27.2,77.0,1.5,7.4,2.0,2.0,0,0
1937,2013-04-21,25.0,32.6,26.9,87.0,0.0,3.8,4.0,1.0,0,0
1938,2013-04-22,24.0,28.9,24.5,96.0,1.8,0.0,3.0,2.0,0,0
1939,2013-04-23,22.0,32.0,26.5,82.0,19.1,5.4,4.0,2.0,0,0
1940,2013-04-24,25.0,32.5,27.7,83.0,0.8,6.4,5.0,2.0,0,0
1941,2013-04-25,23.0,32.0,24.6,89.0,0.0,4.5,7.0,2.0,0,0
1942,2013-04-26,24.0,32.2,27.2,81.0,2.5,5.7,5.0,2.0,0,0
1943,2013-04-27,23.0,32.4,26.4,86.0,17.2,7.0,4.0,2.0,0,0
1944,2013-04-28,24.0,32.3,27.2,81.0,3.6,7.2,6.0,1.0,0,0
1945,2013-04-29,23.0,33.3,26.6,79.0,0.0,5.7,5.0,3.0,0,0
1946,2013-04-30,24.0,33.0,27.4,77.0,0.0,7.6,5.0,2.0,0,0
1947,2013-05-01,24.0,33.1,26.2,84.0,0.0,6.0,5.0,2.0,0,0
1948,2013-05-02,22.0,32.4,26.0,83.0,85.9,8.0,4.0,2.0,0,0
1949,2013-05-03,22.0,33.1,26.8,78.0,0.0,7.8,5.0,2.0,0,0
1950,2013-05-04,23.0,33.6,27.3,78.0,0.0,7.8,4.0,2.0,0,0
1951,2013-05-05,24.0,33.0,27.3,81.0,0.0,6.8,5.0,2.0,0,0
1952,2013-05-06,24.0,33.4,27.2,78.0,0.0,6.0,4.0,2.0,0,0
1953,2013-05-07,24.0,33.9,26.7,83.0,0.0,6.5,3.0,2.0,0,0
1954,2013-05-08,23.0,32.4,26.5,86.0,5.0,4.8,3.0,2.0,0,0
1955,2013-05-09,23.0,33.0,26.0,88.0,6.6,6.2,3.0,2.0,0,0
1956,2013-05-10,24.0,33.6,26.2,87.0,11.7,6.0,4.0,2.0,0,0
1957,2013-05-11,22.0,32.4,26.1,88.0,95.6,6.6,4.0,2.0,0,0
1958,2013-05-12,22.0,30.0,25.6,92.0,73.0,1.2,3.0,2.0,0,0
1959,2013-05-13,23.0,29.6,25.5,90.0,0.1,0.6,4.0,1.0,0,0
1960,2013-05-14,23.0,32.4,26.1,86.0,0.0,6.1,8.0,2.0,0,0
1961,2013-05-15,23.0,31.4,25.9,83.0,0.0,3.8,3.0,2.0,0,0
1962,2013-05-16,24.0,33.3,26.4,86.0,0.2,5.0,4.0,2.0,0,0
1963,2013-05-17,24.0,33.0,25.9,87.0,0.4,5.6,5.0,1.0,0,0
1964,2013-05-18,22.0,32.2,27.2,84.0,29.1,1.2,1.0,2.0,0,0
1965,2013-05-19,23.0,32.8,26.1,86.0,0.0,6.5,4.0,0.0,0,0
1966,2013-05-20,23.0,33.4,26.4,84.0,7.2,7.8,3.0,2.0,0,0
1967,2013-05-21,24.0,31.4,26.7,84.0,0.0,3.6,4.0,2.0,0,0
1968,2013-05-22,23.0,32.4,26.3,83.0,1.5,5.6,3.0,2.0,0,0
1969,2013-05-23,24.0,32.0,25.3,87.0,3.0,3.7,6.0,2.0,0,0
1970,2013-05-24,22.0,33.2,26.8,80.0,4.5,8.0,4.0,2.0,0,0
1971,2013-05-25,24.0,30.2,25.5,89.0,3.6,1.4,3.0,2.0,0,0
1972,2013-05-26,23.0,32.4,25.7,86.0,0.3,6.2,3.0,1.0,0,0
1973,2013-05-27,24.0,28.8,25.5,91.0,7.0,0.0,4.0,2.0,0,0
1974,2013-05-28,23.0,30.4,25.5,88.0,4.6,1.0,3.0,2.0,0,0
1975,2013-05-29,23.0,32.6,26.4,82.0,22.9,6.6,4.0,1.0,0,0
1976,2013-05-30,23.0,31.4,25.6,87.0,41.2,6.4,5.0,0.0,0,0
1977,2013-05-31,23.0,30.2,26.1,85.0,23.5,3.2,6.0,3.0,0,0
1978,2013-06-01,23.0,33.0,26.5,82.0,11.75,5.8,3.0,2.0,0,0
1979,2013-06-02,22.0,32.7,26.1,82.0,0.0,7.4,4.0,2.0,0,0
1980,2013-06-03,23.0,31.0,25.6,84.0,0.0,0.0,4.0,2.0,0,0
1981,2013-06-04,23.0,33.2,27.2,78.0,0.0,4.6,4.0,1.0,0,0
1982,2013-06-05,23.0,32.0,26.6,84.0,1.1,4.5,4.0,2.0,0,0
1983,2013-06-06,24.0,32.6,25.3,87.0,1.0,0.0,2.0,2.0,0,0
1984,2013-06-07,22.0,32.7,26.3,79.0,1.0,5.8,3.0,2.0,0,0
1985,2013-06-08,23.0,33.6,26.8,82.0,0.0,5.4,2.0,1.0,0,0
1986,2013-06-09,23.0,33.5,27.4,76.0,2.7,7.4,3.0,1.0,0,0
1987,2013-06-10,23.0,33.6,26.1,84.0,0.8,6.5,3.0,2.0,0,0
1988,2013-06-11,24.0,31.4,25.5,90.0,11.5,3.4,4.0,2.0,0,0
1989,2013-06-12,23.0,29.0,25.4,89.0,4.3,0.0,0.0,2.0,0,0
1990,2013-06-13,23.0,31.0,25.5,85.0,0.5,0.6,4.0,0.0,0,0
1991,2013-06-14,23.0,32.4,26.5,80.0,0.3,4.2,3.0,1.0,0,0
1992,2013-06-15,24.0,33.2,27.4,81.0,0.0,5.2,3.0,2.0,0,0
1993,2013-06-16,24.0,33.4,27.6,80.0,0.0,7.0,4.0,1.0,0,0
1994,2013-06-17,24.0,29.7,25.6,91.0,0.1,0.0,3.0,2.0,0,0
1995,2013-06-18,23.0,31.6,26.3,81.0,0.2,6.8,4.0,1.0,0,0
1996,2013-06-19,24.0,31.6,26.4,82.0,0.13333333333333336,4.9,4.0,2.0,0,0
1997,2013-06-20,22.0,32.3,26.3,82.0,0.06666666666666668,2.5,3.0,1.0,0,0
1998,2013-06-21,22.0,32.3,26.4,80.0,0.0,4.8,4.0,0.0,0,0
1999,2013-06-22,22.0,33.6,26.7,78.0,0.0,7.8,3.0,0.0,0,0
2000,2013-06-23,23.0,33.3,27.0,80.0,0.0,7.7,5.0,1.0,0,0
2001,2013-06-24,21.0,33.6,26.5,78.0,0.0,8.0,5.0,2.0,0,0
2002,2013-06-25,22.0,34.7,27.2,75.0,0.0,8.0,4.0,1.0,0,0
2003,2013-06-26,23.0,33.8,25.5,84.0,0.0,6.5,3.0,2.0,0,0
2004,2013-06-27,23.0,32.95,25.6,82.0,36.5,7.4,0.0,0.0,0,0
2005,2013-06-28,22.0,32.1,25.7,80.0,2.3,6.8,4.0,2.0,0,0
2006,2013-06-29,23.0,32.4,26.2,83.0,0.0,6.4,4.0,2.0,0,0
2007,2013-06-30,23.0,33.4,26.2,81.0,0.1,6.5,3.0,1.0,0,0
2008,2013-07-01,22.0,30.4,26.5,82.0,18.3,1.6,4.0,2.0,0,0
2009,2013-07-02,23.0,31.4,25.6,86.0,1.9,1.9,4.0,2.0,0,0
2010,2013-07-03,23.0,29.3,25.0,90.0,12.0,0.1,3.0,1.0,0,0
2011,2013-07-04,22.0,29.8,25.2,87.33333333333333,26.1,0.2,0.0,0.0,0,0
2012,2013-07-05,22.0,30.3,25.400000000000002,84.66666666666667,12.6,0.4,0.0,0.0,0,0
2013,2013-07-06,22.0,30.8,25.6,82.0,0.5,2.5,4.0,1.0,0,0
2014,2013-07-07,21.0,31.8,25.2,77.0,0.0,5.8,4.0,1.0,0,0
2015,2013-07-08,20.0,33.1,25.3,80.0,0.0,5.9,6.0,2.0,0,0
2016,2013-07-09,22.0,31.200000000000003,24.6,88.0,1.8,3.8,4.0,2.0,0,0
2017,2013-07-10,22.0,29.3,24.9,87.0,49.3,1.2,3.0,2.0,0,0
2018,2013-07-11,22.0,31.5,24.6,90.0,0.0,3.8,3.0,1.0,1,0
2019,2013-07-12,21.0,31.4,25.5,83.0,92.7,5.0,5.0,2.0,0,0
2020,2013-07-13,22.0,30.7,24.5,91.0,51.35,1.8,4.0,2.0,0,0
2021,2013-07-14,22.0,31.5,25.4,85.0,10.0,0.6,2.0,2.0,0,0
2022,2013-07-15,23.0,30.5,24.9,86.0,10.8,0.6,2.5,1.0,0,0
2023,2013-07-16,22.0,30.95,26.0,82.0,11.6,5.2,3.0,1.0,0,0
2024,2013-07-17,23.0,31.4,25.2,86.0,5.5,4.0,4.0,1.0,0,0
2025,2013-07-18,23.0,31.4,26.0,82.0,1.9,0.9,5.0,1.0,0,0
2026,2013-07-19,22.0,33.5,26.1,74.0,21.4,5.8,3.0,2.0,0,0
2027,2013-07-20,23.0,29.7,25.4,84.0,0.0,0.8,3.0,2.0,0,0
2028,2013-07-21,23.0,31.4,25.8,83.0,3.0,3.9,6.0,2.0,0,0
2029,2013-07-22,22.0,26.4,23.7,93.0,43.0,0.0,3.0,2.0,0,0
2030,2013-07-23,21.0,31.3,25.3,81.0,16.4,5.4,5.0,1.0,0,0
2031,2013-07-24,23.0,30.6,25.7,87.0,0.0,1.9,4.0,2.0,0,0
2032,2013-07-25,23.0,31.7,26.1,79.0,0.0,3.4,7.0,2.0,0,0
2033,2013-07-26,23.0,32.4,26.5,79.0,3.0,5.5,4.0,3.0,0,0
2034,2013-07-27,22.0,31.8,25.6,84.0,0.6,3.4,4.0,2.0,0,0
2035,2013-07-28,23.0,31.5,26.6,79.0,6.8,4.4,3.0,1.0,0,0
2036,2013-07-29,24.0,31.5,26.5,83.0,0.0,2.3,3.0,2.0,0,0
2037,2013-07-30,22.0,31.2,25.5,84.0,8.0,5.4,3.0,2.0,0,0
2038,2013-07-31,23.0,30.0,25.7,82.0,13.8,1.4,3.0,1.0,0,0
2039,2013-08-01,23.0,30.1125,25.703225806451613,81.98387096774194,13.451428571428572,1.5343749999999998,3.03125,1.03125,0,0
2040,2013-08-02,23.0,30.225,25.706451612903226,81.96774193548387,13.102857142857143,1.66875,3.0625,1.0625,0,0
2041,2013-08-03,23.0,30.3375,25.709677419354836,81.95161290322581,12.754285714285714,1.803125,3.09375,1.09375,0,0
2042,2013-08-04,23.0,30.45,25.71290322580645,81.93548387096774,12.405714285714286,1.9375,3.125,1.125,0,0
2043,2013-08-05,23.0,30.5625,25.716129032258063,81.91935483870968,12.057142857142857,2.071875,3.15625,1.15625,0,0
2044,2013-08-06,23.0,30.675,25.719354838709677,81.90322580645162,11.708571428571428,2.20625,3.1875,1.1875,0,0
2045,2013-08-07,23.0,30.7875,25.72258064516129,81.88709677419355,11.360000000000001,2.340625,3.21875,1.21875,0,0
2046,2013-08-08,23.0,30.9,25.725806451612904,81.87096774193549,11.011428571428572,2.475,3.25,1.25,0,0
2047,2013-08-09,23.0,31.0125,25.729032258064514,81.85483870967742,10.662857142857144,2.609375,3.28125,1.28125,0,0
2048,2013-08-10,23.0,31.125,25.732258064516127,81.83870967741936,10.314285714285715,2.7437500000000004,3.3125,1.3125,0,0
2049,2013-08-11,23.0,31.2375,25.73548387096774,81.8225806451613,9.965714285714286,2.8781250000000003,3.34375,1.34375,0,0
2050,2013-08-12,23.0,31.35,25.738709677419354,81.80645161290323,9.617142857142857,3.0125,3.375,1.375,0,0
2051,2013-08-13,23.0,31.462500000000002,25.741935483870968,81.79032258064517,9.268571428571429,3.146875,3.40625,1.40625,0,0
2052,2013-08-14,23.0,31.575,25.74516129032258,81.7741935483871,8.920000000000002,3.28125,3.4375,1.4375,0,0
2053,2013-08-15,23.0,31.6875,25.74838709677419,81.75806451612904,8.571428571428573,3.4156250000000004,3.46875,1.46875,0,0
2054,2013-08-16,23.0,31.8,25.751612903225805,81.74193548387096,8.222857142857144,3.5500000000000003,3.5,1.5,0,0
2055,2013-08-17,23.0,31.9125,25.75483870967742,81.7258064516129,7.8742857142857146,3.684375,3.53125,1.53125,0,0
2056,2013-08-18,23.0,32.025,25.758064516129032,81.70967741935483,7.525714285714286,3.81875,3.5625,1.5625,0,0
2057,2013-08-19,23.0,32.1375,25.761290322580646,81.69354838709677,7.177142857142858,3.9531250000000004,3.59375,1.59375,0,0
2058,2013-08-20,23.0,32.25,25.764516129032256,81.6774193548387,6.828571428571429,4.0875,3.625,1.625,0,0
2059,2013-08-21,23.0,32.3625,25.76774193548387,81.66129032258064,6.48,4.221875000000001,3.65625,1.65625,0,0
2060,2013-08-22,23.0,32.475,25.770967741935483,81.64516129032258,6.131428571428572,4.356250000000001,3.6875,1.6875,0,0
2061,2013-08-23,23.0,32.5875,25.774193548387096,81.62903225806451,5.782857142857143,4.4906250000000005,3.71875,1.71875,1,0
2062,2013-08-24,23.0,32.7,25.77741935483871,81.61290322580645,5.434285714285714,4.625,3.75,1.75,0,0
2063,2013-08-25,23.0,32.8125,25.780645161290323,81.59677419354838,5.085714285714285,4.759375,3.78125,1.78125,0,0
2064,2013-08-26,23.0,32.925000000000004,25.783870967741933,81.58064516129032,4.737142857142857,4.893750000000001,3.8125,1.8125,0,0
2065,2013-08-27,23.0,33.0375,25.787096774193547,81.56451612903226,4.38857142857143,5.028125000000001,3.84375,1.84375,0,0
2066,2013-08-28,23.0,33.15,25.79032258064516,81.54838709677419,4.040000000000001,5.1625000000000005,3.875,1.875,0,0
2067,2013-08-29,23.0,33.2625,25.793548387096774,81.53225806451613,3.691428571428572,5.296875,3.90625,1.90625,0,0
2068,2013-08-30,23.0,33.375,25.796774193548387,81.51612903225806,3.3428571428571434,5.43125,3.9375,1.9375,0,0
2069,2013-08-31,23.0,33.487500000000004,25.799999999999997,81.5,2.9942857142857147,5.565625000000001,3.96875,1.96875,0,0
2070,2013-09-01,23.0,33.6,25.80322580645161,81.48387096774194,2.645714285714286,5.7,4.0,2.0,0,0
2071,2013-09-02,23.0,33.6,25.806451612903224,81.46774193548387,2.297142857142857,9.1,4.0,1.0,0,0
2072,2013-09-03,22.0,33.4,25.809677419354838,81.45161290322581,1.9485714285714284,8.1,7.0,1.0,0,0
2073,2013-09-04,23.0,32.3,25.81290322580645,81.43548387096774,1.6,7.3,4.0,1.0,0,0
2074,2013-09-05,24.0,32.318518518518516,25.816129032258065,81.41935483870968,4.8,7.1,3.0,2.0,0,0
2075,2013-09-06,23.923076923076923,32.337037037037035,25.819354838709675,81.40322580645162,4.615384615384615,6.873076923076923,3.0384615384615383,2.0,0,0
2076,2013-09-07,23.846153846153847,32.355555555555554,25.82258064516129,81.38709677419355,4.430769230769231,6.646153846153846,3.076923076923077,2.0,0,0
2077,2013-09-08,23.76923076923077,32.37407407407407,25.825806451612902,81.37096774193549,4.246153846153846,6.419230769230769,3.1153846153846154,2.0,0,0
2078,2013-09-09,23.692307692307693,32.39259259259259,25.829032258064515,81.35483870967742,4.061538461538461,6.192307692307692,3.1538461538461537,2.0,0,0
2079,2013-09-10,23.615384615384617,32.41111111111111,25.83225806451613,81.33870967741936,3.876923076923077,5.965384615384615,3.1923076923076925,2.0,0,0
2080,2013-09-11,23.53846153846154,32.42962962962962,25.835483870967742,81.3225806451613,3.6923076923076925,5.7384615384615385,3.230769230769231,2.0,0,0
2081,2013-09-12,23.46153846153846,32.44814814814814,25.838709677419352,81.30645161290323,3.5076923076923077,5.5115384615384615,3.269230769230769,2.0,0,0
2082,2013-09-13,23.384615384615383,32.46666666666666,25.841935483870966,81.29032258064517,3.323076923076923,5.2846153846153845,3.3076923076923075,2.0,0,0
2083,2013-09-14,23.307692307692307,32.48518518518518,25.84516129032258,81.2741935483871,3.1384615384615384,5.0576923076923075,3.3461538461538463,2.0,0,0
2084,2013-09-15,23.23076923076923,32.5037037037037,25.848387096774193,81.25806451612904,2.953846153846154,4.8307692307692305,3.3846153846153846,2.0,0,0
2085,2013-09-16,23.153846153846153,32.52222222222222,25.851612903225806,81.24193548387096,2.769230769230769,4.603846153846154,3.4230769230769234,2.0,0,0
2086,2013-09-17,23.076923076923077,32.54074074074074,25.854838709677416,81.2258064516129,2.5846153846153848,4.376923076923077,3.4615384615384617,2.0,0,0
2087,2013-09-18,23.0,32.55925925925926,25.85806451612903,81.20967741935483,2.4,4.15,3.5,2.0,0,0
2088,2013-09-19,22.923076923076923,32.577777777777776,25.861290322580643,81.19354838709677,2.2153846153846155,3.9230769230769234,3.5384615384615383,2.0,0,0
2089,2013-09-20,22.846153846153847,32.596296296296295,25.864516129032257,81.1774193548387,2.0307692307692307,3.6961538461538463,3.576923076923077,2.0,0,0
2090,2013-09-21,22.76923076923077,32.614814814814814,25.86774193548387,81.16129032258064,1.8461538461538463,3.4692307692307693,3.6153846153846154,2.0,0,0
2091,2013-09-22,22.692307692307693,32.63333333333333,25.870967741935484,81.14516129032258,1.6615384615384619,3.2423076923076923,3.6538461538461537,2.0,0,0
2092,2013-09-23,22.615384615384617,32.65185185185185,25.874193548387094,81.12903225806451,1.476923076923077,3.0153846153846153,3.6923076923076925,2.0,0,0
2093,2013-09-24,22.53846153846154,32.67037037037037,25.877419354838707,81.11290322580645,1.2923076923076926,2.7884615384615383,3.730769230769231,2.0,0,0
2094,2013-09-25,22.46153846153846,32.68888888888888,25.88064516129032,81.09677419354838,1.1076923076923078,2.5615384615384613,3.769230769230769,2.0,0,0
2095,2013-09-26,22.384615384615383,32.7074074074074,25.883870967741935,81.08064516129032,0.9230769230769234,2.334615384615385,3.8076923076923075,2.0,0,0
2096,2013-09-27,22.307692307692307,32.72592592592592,25.887096774193548,81.06451612903226,0.7384615384615385,2.107692307692308,3.8461538461538463,2.0,0,0
2097,2013-09-28,22.23076923076923,32.74444444444444,25.89032258064516,81.04838709677419,0.5538461538461537,1.8807692307692312,3.8846153846153846,2.0,0,0
2098,2013-09-29,22.153846153846153,32.76296296296296,25.89354838709677,81.03225806451613,0.3692307692307697,1.6538461538461542,3.9230769230769234,2.0,0,0
2099,2013-09-30,22.076923076923077,32.78148148148148,25.896774193548385,81.01612903225806,0.18461538461538485,1.4269230769230772,3.9615384615384617,2.0,0,0
2100,2013-10-01,22.0,32.8,25.9,81.0,0.0,1.2,4.0,2.0,0,1
2101,2013-10-02,23.0,33.0,26.1,84.0,0.0,8.0,3.0,2.0,0,1
2102,2013-10-03,22.0,33.3,26.7,79.0,6.2,7.1,4.0,2.0,0,1
2103,2013-10-04,21.0,33.5,26.2,75.0,2.2,8.0,4.0,2.0,0,1
2104,2013-10-05,23.0,33.5,25.4,84.0,0.0,8.0,4.0,2.0,0,1
