Tanggal;Temperatur minimum (°C);Temperatur maksimum (°C);Temperatur rata-rata (°C);Kelembapan rata-rata (%);Curah hujan (mm);Lamanya penyinaran matahari (jam);Kecepatan angin maksimum (m/s);Kecepatan angin rata-rata (m/s);Label;season_Musim Hujan
2011-09-09 00.00.00;20;32.9;25.5;69;11.2;7.8;3;1;0;0
2011-09-10 00.00.00;22;33.6;26.2;70;0;7.6;4;1;0;0
2011-09-11 00.00.00;22;34;26.3;70;0;7.3;4;2;0;0
2011-09-12 00.00.00;22;34.2;26.8;71;0;7.7;4;2;0;0
2011-09-13 00.00.00;22;34;26.6;74;0;7.2;6;2;0;0
2011-09-14 00.00.00;23;33.4;27;75;0;7.2;4;2;0;0
2011-09-15 00.00.00;22;33;24.7;87;0;6.5;3.5;2;0;0
2011-09-16 00.00.00;22;32.6;25.9;80;23.9;6.7;3;1;0;0
2011-09-17 00.00.00;23;31.2;25.6;82;4.9;5.1;3;1;0;0
2011-09-18 00.00.00;23;32.6;25.4;79;14.8;6.2;3;0;0;0
2011-09-19 00.00.00;23;31.8;25.3;80;0.2;6.3;3;1;0;0
2011-09-20 00.00.00;22;32.1;26.2;77;14;7.5;5;1;0;0
2011-09-21 00.00.00;22;32.8;25.7;75;0;7.1;2;1;0;0
2011-09-22 00.00.00;21;32.2;25.6;78;0;6.1;3;1;0;0
2011-09-23 00.00.00;22;33.8;26.4;70;1.3;8;4;1;0;0
2011-09-24 00.00.00;22;33.4;26.2;71;0;7.4;3;1;0;0
2011-09-25 00.00.00;21;34.2;26.4;72;0;7.9;4;1;0;0
2011-09-26 00.00.00;21;34.8;26.7;74;6;7.8;5;2;0;0
2011-09-27 00.00.00;22;33.1;26.4;78;0;8;3;1;0;0
2011-09-28 00.00.00;21;33.2;25.4;78;0;7.3;4;1;0;0
2011-09-29 00.00.00;21;33.3;26.1;76;8.9;8;3;2;0;0
2011-09-30 00.00.00;22;33;26.1;76;0.3;7.4;3;1;0;0
2011-10-01 00.00.00;22;33.6;26.5;72;0;7.6;6;2;0;1
2011-10-02 00.00.00;24;33;27.4;76;0;6.6;6;2;0;1
2011-10-03 00.00.00;22;32.6;26.5;76;0;6.3;3;2;0;1
2011-10-04 00.00.00;22;33.2;25.7;80;0;8;3;1;0;1
2011-10-05 00.00.00;22;32.6;26.3;78;1.7;7.1;5;1;0;1
2011-10-06 00.00.00;22;32;26.3;77;0;5.1;3;0;0;1
2011-10-07 00.00.00;23;34;27.1;72;5.3;7.3;3;0;0;1
2011-10-08 00.00.00;23;29;25.1;76;10.6;0;3;0;0;1
2011-10-09 00.00.00;21;33.2;25.6;73;6.6;6.1;3;0;0;1
2011-10-10 00.00.00;22;31.7;26.3;74;3.3;2.5;2;0;0;1
2011-10-11 00.00.00;23;34.4;25.5;74;0;7.6;3;0;0;1
2011-10-12 00.00.00;23;33.6;25.6;73;12.9;7.7;4;0;0;1
2011-10-13 00.00.00;20;33.2;26.9;76;67;7.9;3;1;0;1
2011-10-14 00.00.00;22;33.4;26.9;80;0;8;4;1;0;1
2011-10-15 00.00.00;22;34.2;27.2;78;0;7.6;4;1;0;1
2011-10-16 00.00.00;22;34.4;27.4;73;0;7.8;4;1;0;1
2011-10-17 00.00.00;23;33.8;26.6;77;0;6.8;4;1;0;1
2011-10-18 00.00.00;23;34.4;26.5;81;0;6.9;2;0;0;1
2011-10-19 00.00.00;23;34.4;27.1;80;0;8;3;0;0;1
2011-10-20 00.00.00;23;31.9;26.8;76;0;2.6;3;1;0;1
2011-10-21 00.00.00;23;34.2;25.4;78;25.75;6.3;3;0;0;1
2011-10-22 00.00.00;23;31.4;26;72;51.5;4.1;3;0;0;1
2011-10-23 00.00.00;23;31.4;24.7;76;6.3;4.4;3;1;0;1
2011-10-24 00.00.00;23;33.2;27.1;77;7.5;7.7;5;0;0;1
2011-10-25 00.00.00;24;33.4;25.8;64;0;6.7;4;1;1;1
2011-10-26 00.00.00;22;32;25.4;64;45.5;5.3;4;2;0;1
2011-10-27 00.00.00;22;32.2;27.1;72;21.1;3.8;3;0;0;1
2011-10-28 00.00.00;23;30.1;24.7;69;10.5;1.6;4;1;0;1
2011-10-29 00.00.00;23;32.2;26.6;76;6.5;7.6;4;1;0;1
2011-10-30 00.00.00;24;32;27.2;79;0;2.8;3;1;0;1
2011-10-31 00.00.00;23;32.4;26.5;82;8.3;5.8;3;1;0;1
2011-11-01 00.00.00;23;32.4;25.6;88;42.2;4;5;1;0;1
2011-11-02 00.00.00;24;31.2;26.3;88;11.2;3.3;4;1;0;1
2011-11-03 00.00.00;23;31.7;26.3;84;8.96;5;5;1;0;1
2011-11-04 00.00.00;24;29;25.8;74;6.72;0.3;3;1;0;1
2011-11-05 00.00.00;21;31.4;25.4;75;4.48;4.5;3;1;0;1
2011-11-06 00.00.00;23;32.4;27.2;74;2.24;5;3;1;0;1
2011-11-07 00.00.00;22;33.4;26.6;72;0;7;4;1;0;1
2011-11-08 00.00.00;24;31.4;26.2;79;0;2.3;4;2;0;1
2011-11-09 00.00.00;23;30.6;25.6;83;0.9;0.3;3;1;0;1
2011-11-10 00.00.00;23;30.2;25.8;84;2;2.5;4;1;0;1
2011-11-11 00.00.00;23;34;27.3;76;35.75;8;3;2;0;1
2011-11-12 00.00.00;23;32.6;25.8;86;69.5;6.8;2;2;0;1
2011-11-13 00.00.00;23;31;25;88;12.9;5.5;10;2;0;1
2011-11-14 00.00.00;21;32.6;25.1;84;47.8;6.4;4;1;0;1
2011-11-15 00.00.00;22;32.4;25.8;84;7;5.7;4;1;0;1
2011-11-16 00.00.00;22;31.9;25.9;82;51.2;6.2;4;1;0;1
2011-11-17 00.00.00;24;33;26.1;84;46.85;5.7;5;2;0;1
2011-11-18 00.00.00;22;32.4;25.4;84;42.5;6.5;5;2;0;1
2011-11-19 00.00.00;22;33.4;25.4;85;66.2;5.8;4;1;0;1
2011-11-20 00.00.00;23;28.5;25.6;89;3.5;0.3;3;1;0;1
2011-11-21 00.00.00;23;31.6;26.8;79;1.75;4.7;2;1;0;1
2011-11-22 00.00.00;24;30.9;25.3;84;0;3.2;5;1;0;1
2011-11-23 00.00.00;23;31.6;26.1;85;15.8;4;3;1;0;1
2011-11-24 00.00.00;23;32.6;27.4;83;45.05;6;4;1;1;1
2011-11-25 00.00.00;23;29.2;24.9;94;74.3;0.3;6;2;0;1
2011-11-26 00.00.00;23;33;28.2;79;3;7.9;4;1;0;1
2011-11-27 00.00.00;25;33.2;27.2;84;0;6.7;3;2;0;1
2011-11-28 00.00.00;24;31.8;27.1;85;7.4;5.5;5;1;0;1
2011-11-29 00.00.00;24;30.2;27.1;82;0;0.8;3;2;0;1
2011-11-30 00.00.00;24;32.3;26.8;86;0.3;3.8;4;0;0;1
2011-12-01 00.00.00;24;31.3;27;88;18.7;3.7;3;1;0;1
2011-12-02 00.00.00;23;30.6;25.8;86;21.5;2.4;4;2;0;1
2011-12-03 00.00.00;23;30.1;26;80;27.2;1.4;2;2;0;1
2011-12-04 00.00.00;22;33;25.6;84;0;7.6;5;0;0;1
2011-12-05 00.00.00;23;32;27.1;80;7.4;5.3;3;1;0;1
2011-12-06 00.00.00;23;29.2;25.6;88;20.8;0;2;2;0;1
2011-12-07 00.00.00;22;33.4;25.9;83;0;7.6;6;1;0;1
2011-12-08 00.00.00;22;32;26.8;82;0;4.1;3;1;0;1
2011-12-09 00.00.00;23;32.4;26.8;80;0;6;3;1;0;1
2011-12-10 00.00.00;23;29.6;25.4;90;11.3;1.2;3;1;0;1
2011-12-11 00.00.00;24;33.2;26.3;84;1.5;6.1;4;1;0;1
2011-12-12 00.00.00;23;33;26.5;81;5.1;3.8;6;1;0;1
2011-12-13 00.00.00;23;32.9;25.7;82;0;5.9;4;2;0;1
2011-12-14 00.00.00;23;31.6;25.7;88;57.8;5;3;1;0;1
2011-12-15 00.00.00;23;31.2;25.6;90;4;4.8;0;1;0;1
2011-12-16 00.00.00;23;30.6;26.5;79;11.1;4.2;5;1;0;1
2011-12-17 00.00.00;24;29.6;26.4;80;0.2;2.2;5;2;0;1
2011-12-18 00.00.00;24;29.8;26.7;81;0;0.5;5;2;0;1
2011-12-19 00.00.00;23;31.4;25.4;88;1.65;1;3;2;0;1
2011-12-20 00.00.00;23;30;24.9;89;3.3;4.6;4;1;0;1
2011-12-21 00.00.00;23;33;27.2;82;0.5;1.1;3;1;0;1
2011-12-22 00.00.00;23;33.2;27.5;82;0.4;4.6;0;1;0;1
2011-12-23 00.00.00;24;33.2;26.4;86;38.7;0.5;3;1;0;1
2011-12-24 00.00.00;23;31.8;25.9;89;5.5;4.5;5;1;0;1
2011-12-25 00.00.00;23;30.8;25.3;90;44.3;3.5;4;1;0;1
2011-12-26 00.00.00;23;29.2;25.2;93;19.6;1.8;3;1;0;1
2011-12-27 00.00.00;24;31;27;83;3.4;1.6;3;0;0;1
2011-12-28 00.00.00;23;32.2;26.7;86;23.4;3.1;3;1;0;1
2011-12-29 00.00.00;23;31.2;25.9;74;10.2;1.2;6;1;0;1
2011-12-30 00.00.00;23;33.1;26.3;84;9.45;5.5;5;1;0;1
2011-12-31 00.00.00;23;30;25.7;85;8.7;0.6;5;2;0;1
2012-01-01 00.00.00;24;28.2;24.4;92;0.8;0.3;3;1;0;1
2012-01-02 00.00.00;23;29.2;25.4;88;4.9;0.2;3.5;1;0;1
2012-01-03 00.00.00;24;29.8;25.6;90;0;3.1;4;0;0;1
2012-01-04 00.00.00;22;32.6;26.4;82;1.1;4.2;3;1;0;1
2012-01-05 00.00.00;23;31.6;24.8;89;0;4.3;3;1;0;1
2012-01-06 00.00.00;22;29.4;24.1;94;18.3;0.7;3;1;0;1
2012-01-07 00.00.00;23;28.2;23.9;96;16.3;0.5;3;1;0;1
2012-01-08 00.00.00;23;29;25.2;89;11.6;0;3;0;0;1
2012-01-09 00.00.00;23;30.6;25.8;84;11.5;1.6;5;0;0;1
2012-01-10 00.00.00;23;29.8;24.3;88;8;2.2;3;1;0;1
2012-01-11 00.00.00;23;28.3;24.2;89;11.7;2.4;5;2;0;1
2012-01-12 00.00.00;23;29.4;24.4;86;12.6;2.6;5;2;0;1
2012-01-13 00.00.00;23;25.6;23.8;94;36;0;3;3;0;1
2012-01-14 00.00.00;22;25.1;23.2;95;42;0;2;1;0;1
2012-01-15 00.00.00;22;28.5;24.4;92;30.5;1.2;2;0;0;1
2012-01-16 00.00.00;22;32.4;25;89;4.6;6;4;0;0;1
2012-01-17 00.00.00;22;31.8;25.6;85;1.3;5.4;4;0;0;1
2012-01-18 00.00.00;23;31.4;26;84;18.2;3.9;2;1;0;1
2012-01-19 00.00.00;22;31.8;25.5;85;9.65;3.9;3;1;0;1
2012-01-20 00.00.00;22;31.9;25.8;79;1.1;4.7;4;1;0;1
2012-01-21 00.00.00;22;30.5;25.4;80;0;1.7;3;2;0;1
2012-01-22 00.00.00;23;30.4;24.6;86;2.4;0;5;2;0;1
2012-01-23 00.00.00;24;28.4;25.3;81;8.7;0.3;5;2;0;1
2012-01-24 00.00.00;24;30.9;27.3;70;2.3;6.7;5;4;0;1
2012-01-25 00.00.00;24;27.9;25.3;82;0.8;0.2;4;3;0;1
2012-01-26 00.00.00;23;29.6;26.8;79;7.5;4.9;3;1;0;1
2012-01-27 00.00.00;24;31.6;27;76;2.6;6.7;5;2;0;1
2012-01-28 00.00.00;23;29.2;24.4;86;1.5;0.6;5;2;0;1
2012-01-29 00.00.00;23;28.6;23.7;91;5.5;0.5;3;2;0;1
2012-01-30 00.00.00;23;29.6;24.4;90;2.4;1.8;5;1;0;1
2012-01-31 00.00.00;22;29.6;25.2;86;7.5;0.1;2;2;0;1
2012-02-01 00.00.00;22;30.2;25.5;88;8.8;4.9;2;0;0;1
2012-02-02 00.00.00;25;31.4;26.3;85;0;3.6;4;1;0;1
2012-02-03 00.00.00;23;30.2;24.2;91;2.8;2.5;4;1;0;1
2012-02-04 00.00.00;22;30.2;25.2;86;4.5;1.8;3;1;0;1
2012-02-05 00.00.00;22;32.2;26;84;0;8;5;1;0;1
2012-02-06 00.00.00;21;30.2;25.5;85;0;1.4;3;1;0;1
2012-02-07 00.00.00;21;32.5;25.6;84;7.5;7.4;4;0;0;1
2012-02-08 00.00.00;23;33.4;26.6;86;6;6.1;3;1;0;1
2012-02-09 00.00.00;24;31;24.4;94;17.75;3.5;6;1;0;1
2012-02-10 00.00.00;22;32.6;25.3;84;29.5;6.2;5;2;0;1
2012-02-11 00.00.00;22;32.6;25.2;84;26.3;4.5;3;1;0;1
2012-02-12 00.00.00;23;31.4;26.5;86;53.3;7.9;3;1;0;1
2012-02-13 00.00.00;22;33.2;25.1;87;85.3;7.3;4;2;0;1
2012-02-14 00.00.00;24;30.4;26;89;16.5;2.8;3;0;0;1
2012-02-15 00.00.00;23;33;26.3;82;29.1;7.2;0;1;0;1
2012-02-16 00.00.00;24;31.4;26.2;85;1;1.4;3;1;0;1
2012-02-17 00.00.00;24;31;25.2;88;28.05;3.8;4;1;0;1
2012-02-18 00.00.00;22;33;25.8;83;55.1;6.4;3;1;0;1
2012-02-19 00.00.00;22;28;24.4;92;44.5;0;2;1;0;1
2012-02-20 00.00.00;22;32;24.9;86;11;5.8;5;0;0;1
2012-02-21 00.00.00;22;32;25.9;86;18.5;7;4;1;0;1
2012-02-22 00.00.00;24;31.4;25.8;90;0.2;1.7;3;1;0;1
2012-02-23 00.00.00;23;32;26.6;87;42.2;5.3;3;1;0;1
2012-02-24 00.00.00;24;32.2;26.7;88;9.8;7.1;4;1;0;1
2012-02-25 00.00.00;24;33.4;26.3;87;0;7;5;1;0;1
2012-02-26 00.00.00;23;32;24.4;94;27.7;3.9;3;2;1;1
2012-02-27 00.00.00;22;30.4;25.6;85;56.2;1.3;3;1;0;1
2012-02-28 00.00.00;24;32.1;25.9;86;2.3;5.1;4;1;0;1
2012-02-29 00.00.00;23;29.5;24.2;98;10.8;1.5;2;1;0;1
2012-03-01 00.00.00;23;29.8;24.2;89;34.5;2.7;4;0;0;1
2012-03-02 00.00.00;23;32.4;26.1;81;8.4;5.2;4;0;0;1
2012-03-03 00.00.00;23;33.4;27.2;74;0.4;5.5;4;2;0;1
2012-03-04 00.00.00;23;29.6;24.5;90;0;0.9;3;1;0;1
2012-03-05 00.00.00;23;31.4;26.6;78;6.2;7.5;5;1;0;1
2012-03-06 00.00.00;23;32;26.9;80;1.2;4.4;3;2;0;1
2012-03-07 00.00.00;24;32.2;27;74;0;7.1;6;0;0;1
2012-03-08 00.00.00;23;28.4;25.2;86;21.2;0.3;4;3;0;1
2012-03-09 00.00.00;23;30.6;26.2;83;0.5;2.9;5;2;0;1
2012-03-10 00.00.00;24;30.2;26;83;1.4;1.8;5;2;0;1
2012-03-11 00.00.00;23;31;25.7;81;4.4;3.4;6;3;0;1
2012-03-12 00.00.00;23;30.7;24.7;89;0.5;2.2;3;3;0;1
2012-03-13 00.00.00;24;29.6;26.2;76;16.5;0.6;5;2;0;1
2012-03-14 00.00.00;23;31.4;26.1;74;3.4;6.8;8;2;0;1
2012-03-15 00.00.00;24;31;27.1;82;0;6.6;4;3;0;1
2012-03-16 00.00.00;25;31;27.1;75;0;2.9;5;2;0;1
2012-03-17 00.00.00;25;30;26.7;81;0;1.4;5;3;0;1
2012-03-18 00.00.00;23;31.7;26.3;77;2;2.4;4;3;0;1
2012-03-19 00.00.00;23;30.4;25.1;80;5.3;1.2;5;2;0;1
2012-03-20 00.00.00;25;29.1;26.2;72;0.9;1.7;5;3;0;1
2012-03-21 00.00.00;21;32;26.2;77;1.1;6.8;5;2;0;1
2012-03-22 00.00.00;22;33;27.2;74;0;7.8;5;2;0;1
2012-03-23 00.00.00;21;33.1;26.5;75;0;6.6;5;2;0;1
2012-03-24 00.00.00;21;33.3;26.3;76;0;6.7;3;2;0;1
2012-03-25 00.00.00;22;34;27.4;74;0;8;4;1;0;1
2012-03-26 00.00.00;24;33.4;26.8;82;0;4.7;3;2;0;1
2012-03-27 00.00.00;23;33;26.5;84;0;5;4;1;0;1
2012-03-28 00.00.00;21;33;26.5;83;15.8;6.3;3;1;0;1
2012-03-29 00.00.00;23;33;25.7;86;3.8;6;5;1;0;1
2012-03-30 00.00.00;23;31;25.8;87;8.5;4.4;3;1;0;1
2012-03-31 00.00.00;22;32.4;25.7;88;0;5.7;3;1;0;1
2012-04-01 00.00.00;23;32.5;25.8;89;1;3.8;4;1;0;0
2012-04-02 00.00.00;22;32.6;25.2;86;12;5.8;5;1;0;0
2012-04-03 00.00.00;23;29.6;24.6;90;7.8;3.3;3;2;0;0
2012-04-04 00.00.00;22;31;25.6;85;39.3;4.6;3;1;0;0
2012-04-05 00.00.00;23;30.2;25.1;89;0.5;4.7;2;1;0;0
2012-04-06 00.00.00;22;31;25.2;86;3.8;5.7;3;1;0;0
2012-04-07 00.00.00;24;30.8;26;90;7.1;2.5;0;1;0;0
2012-04-08 00.00.00;23;30.8;25.8;86;6.6;2.3;3;1;0;0
2012-04-09 00.00.00;23;31.8;25.2;87;6.1;5.7;3;1;0;0
2012-04-10 00.00.00;23;31.2;26.2;86;5.6;5.1;5;1;0;0
2012-04-11 00.00.00;23;31.6;25.1;86;0;2.5;3;2;0;0
2012-04-12 00.00.00;23;32.2;25.9;86;9.6;6;5;1;0;0
2012-04-13 00.00.00;24;32.6;26.9;85;22.2;5.8;3;2;0;0
2012-04-14 00.00.00;23;32.6;26.5;83;16.6;7.2;5;2;0;0
2012-04-15 00.00.00;23;32;26.7;84;41.2;2.7;3;2;0;0
2012-04-16 00.00.00;22;33;26.9;80;0;6.4;3;1;0;0
2012-04-17 00.00.00;23;31.8;25.7;86;116;4.4;3;2;0;0
2012-04-18 00.00.00;22;33.4;26.4;83;1.7;6.6;3;1;0;0
2012-04-19 00.00.00;24;31.2;25.6;95;72.6;2.6;3;1;0;0
2012-04-20 00.00.00;23;32.4;25.7;90;15.1;6.3;5;0;0;0
2012-04-21 00.00.00;24;31.6;25.7;89;4;4.3;3;1;0;0
2012-04-22 00.00.00;24;30.4;26;90;5.5;2.4;4;0;0;0
2012-04-23 00.00.00;22;32.6;26.5;85;0.2;7.8;3;1;0;0
2012-04-24 00.00.00;23;33.7;27.3;81;0;7.4;3;1;0;0
2012-04-25 00.00.00;23;34;26.9;79;0;8;3;1;0;0
2012-04-26 00.00.00;22;33;26.4;81;10;7;5;2;0;0
2012-04-27 00.00.00;24;33.6;27.8;78;5;7.1;3;2;0;0
2012-04-28 00.00.00;23;32.8;26.9;82;0;6.7;4;1;0;0
2012-04-29 00.00.00;24;28.6;25.9;88;0.75;0.3;0;1;0;0
2012-04-30 00.00.00;24;30;24.2;96;1.5;0.9;5;1;0;0
2012-05-01 00.00.00;22;32.8;26.4;79;24.3;6;2;1;0;0
2012-05-02 00.00.00;23;33.6;25.6;88;0;7.7;4;1;0;0
2012-05-03 00.00.00;24;33;26;90;7.7;6.2;3;1;0;0
2012-05-04 00.00.00;21;32.7;25.9;82;44.1;7.8;3;1;0;0
2012-05-05 00.00.00;23;33.1;26;85;0;7.2;3;0;0;0
2012-05-06 00.00.00;24;32.2;27;84;0.9;4;5;1;0;0
2012-05-07 00.00.00;23;28.7;24.2;95;3.5;0;3;2;0;0
2012-05-08 00.00.00;23;31.4;25.9;84;0.5;6.2;3;0;0;0
2012-05-09 00.00.00;23;32.2;26.6;82;0.5;5.6;3;1;0;0
2012-05-10 00.00.00;24;32.5;26.3;88;0.5;7;3;1;0;0
2012-05-11 00.00.00;23;33.2;26.6;86;6;8;3;1;0;0
2012-05-12 00.00.00;22;33.4;26.6;82;18;8;3;1;0;0
2012-05-13 00.00.00;22;33.3;26.9;78;0;6.8;3;1;0;0
2012-05-14 00.00.00;24;32.5;26.5;88;2.3;4.5;3;1;0;0
2012-05-15 00.00.00;23;31.2;25.7;89;3.7;1.8;3;1;0;0
2012-05-16 00.00.00;23;31.4;25.8;87;0;2.6;3;1;0;0
2012-05-17 00.00.00;23;33;27;82;0;8;3;0;0;0
2012-05-18 00.00.00;23;31.8;25.6;88;0.3;5.5;0;2;0;0
2012-05-19 00.00.00;22;32.7;26.4;83;14.5;8;5;1;0;0
2012-05-20 00.00.00;23;32.7;26.6;84;0;6.8;4;3;0;0
2012-05-21 00.00.00;23;34;26.3;86;6;7.2;4;1;0;0
2012-05-22 00.00.00;22;33.4;27;82;12;8;3;1;0;0
2012-05-23 00.00.00;22;33.6;26.4;82;10.5;8;3;1;0;0
2012-05-24 00.00.00;24;32.2;26.6;88;9;6.3;2;1;0;0
2012-05-25 00.00.00;21;33;25.8;80;36.7;7.9;3;1;0;0
2012-05-26 00.00.00;21;31.7;25.6;79;0;7.4;5;1;0;0
2012-05-27 00.00.00;21;32.6;26.2;77;0;8;4;2;0;0
2012-05-28 00.00.00;21;33;25.5;84;0;5.8;4;2;0;0
2012-05-29 00.00.00;23;33.4;26.4;84;5.4;6;2;1;0;0
2012-05-30 00.00.00;24;32;26.4;86;10.8;4.4;3;2;0;0
2012-05-31 00.00.00;23;29.4;23.4;95;0;0.2;5;0;0;0
2012-06-01 00.00.00;22;31;25.7;82;1;3.2;0;2;0;0
2012-06-02 00.00.00;22;33.2;26.3;80;0;6.7;3;2;0;0
2012-06-03 00.00.00;22;32.5;26.2;81;33.2;6.3;3;3;0;0
2012-06-04 00.00.00;23;31.3;26.6;85;0;1.7;2;1;0;0
2012-06-05 00.00.00;24;29.4;26.2;88;0;0.9;2;2;0;0
2012-06-06 00.00.00;24;31.3;26.4;88;0.4;2.5;11;2;0;0
2012-06-07 00.00.00;22;32;26.6;86;36.8;7.4;2;2;0;0
2012-06-08 00.00.00;24;33.4;25.9;87;24.15;6.1;2;2;0;0
2012-06-09 00.00.00;23;30.2;26.4;88;11.5;1.1;0;2;0;0
2012-06-10 00.00.00;24;31.2;26.6;88;0;1.1;3;2;0;0
2012-06-11 00.00.00;24;32.8;26.2;87;0;4;5;1;0;0
2012-06-12 00.00.00;23;32.7;26.5;84;0.8;7.9;3;2;0;0
2012-06-13 00.00.00;23;32.5;26.7;84;0;6.2;3;2;0;0
2012-06-14 00.00.00;23;33.4;26.9;80;0;8;0;2;0;0
2012-06-15 00.00.00;22;32.6;25.5;82;0.4;7.4;3;2;0;0
2012-06-16 00.00.00;21;32.8;25.6;77;5;8;2;2;0;0
2012-06-17 00.00.00;23;32.8;26.9;74;0;8;4;1;0;0
2012-06-18 00.00.00;22;32.8;26.6;74;0;8;4;3;0;0
2012-06-19 00.00.00;22;32.2;26.2;75;0;7.6;5;3;0;0
2012-06-20 00.00.00;21;33.2;26;80;0;8;5;3;0;0
2012-06-21 00.00.00;22;33.8;26.5;82;0;7.9;3;3;0;0
2012-06-22 00.00.00;23;33.4;26.8;82;0;7.8;3;2;0;0
2012-06-23 00.00.00;24;33;27.1;81;0;8;3;2;0;0
2012-06-24 00.00.00;23;33.2;26.5;83;4.1;7.5;2;2;0;0
2012-06-25 00.00.00;22;33.1;26.2;76;2.05;8;4;2;0;0
2012-06-26 00.00.00;21;33;25.7;74;0;7.6;3;3;0;0
2012-06-27 00.00.00;22;33.2;25.7;83;0;7.5;3;3;0;0
2012-06-28 00.00.00;21;32.8;25.8;78;0.7;8;4;3;0;0
2012-06-29 00.00.00;21;32.9;25.3;79;0;6.9;2;2;0;0
2012-06-30 00.00.00;21;33.4;26.2;96;0;7.8;5;2;0;0
2012-07-01 00.00.00;20;32.6;25.4;76;0;8;3;3;0;0
2012-07-02 00.00.00;20;32.8;25.5;71;0;7.8;3;3;0;0
2012-07-03 00.00.00;21;32;25.7;79;0;4.1;3;3;0;0
2012-07-04 00.00.00;22;31.2;25.2;88;15.5;5.3;4;2;0;0
2012-07-05 00.00.00;22;32;25.4;84;2.2;6.3;3;3;0;0
2012-07-06 00.00.00;24;30.3;25.9;86;2.4;2.9;3;2;0;0
2012-07-07 00.00.00;21;32.4;25.6;80;0;5.9;3;2;0;0
2012-07-08 00.00.00;21;33.2;25.7;81;0;6.9;6;2;0;0
2012-07-09 00.00.00;21;32.1;25.5;86;79.3;6.7;4;3;0;0
2012-07-10 00.00.00;23;32.3;26.1;84;0;7.1;2;2;0;0
2012-07-11 00.00.00;23;32;25.3;87;0.3;6.4;4;2;0;0
2012-07-12 00.00.00;22;32.5;25.2;88;17.4;7.7;4;2;0;0
2012-07-13 00.00.00;21;32.6;25.1;79;1.4;7.8;2;2;0;0
2012-07-14 00.00.00;22;32;26;80;0.7;6.2;4;2;0;0
2012-07-15 00.00.00;22;32.3;26.1;80;0;5.9;4;2;0;0
2012-07-16 00.00.00;22;33.4;26.3;79;0.4;7.4;3;2;0;0
2012-07-17 00.00.00;23;33.1;26.6;74;0.2;8;4;3;0;0
2012-07-18 00.00.00;23;31.3;25.9;82;0;6.3;4;3;0;0
2012-07-19 00.00.00;21;32.6;25.4;80;0;7.2;4;3;0;0
2012-07-20 00.00.00;23;32;26.2;84;0;4.1;3;2;0;0
2012-07-21 00.00.00;22;32.5;26.2;82;0;6.3;4;2;0;0
2012-07-22 00.00.00;22;34;26.1;78;0;7.7;4;2;0;0
2012-07-23 00.00.00;21;32.2;25.7;76;0;7.3;3;2;0;0
2012-07-24 00.00.00;20;32.3;25.5;72;0;8;2;3;0;0
2012-07-25 00.00.00;21;33;26;73;0;8;3;3;0;0
2012-07-26 00.00.00;21;32.8;26;76;0;5.9;3;2;0;0
2012-07-27 00.00.00;19;32.7;25.3;78;0;7.4;3;2;0;0
2012-07-28 00.00.00;21;32.5;25.9;78;0;7.9;4;2;0;0
2012-07-29 00.00.00;22;33;26.5;71;0;7.2;4;3;0;0
2012-07-30 00.00.00;22;33;26.5;70;0;7.3;4;2;0;0
2012-07-31 00.00.00;22;32.6;25.6;74;0;8;4;3;0;0
2012-08-01 00.00.00;21;32.6;25;80;0;7;4;3;0;0
2012-08-02 00.00.00;21;32.2;25.2;72;1.3;6.6;3;3;0;0
2012-08-03 00.00.00;20;32.5;25.5;70;0;8;3;3;0;0
2012-08-04 00.00.00;21;33.4;26.1;70;0;7.7;5;2;0;0
2012-08-05 00.00.00;21;34.6;26.3;73;0;7.2;3;3;0;0
2012-08-06 00.00.00;22;33.6;25.3;83;0;6.2;3;3;0;0
2012-08-07 00.00.00;23;33.4;24.8;84;8.9;7.1;5;2;0;0
2012-08-08 00.00.00;21;32.6;25.4;77;58.2;7.7;3;3;0;0
2012-08-09 00.00.00;21;32.2;25.5;71;0;7.7;5;2;0;0
2012-08-10 00.00.00;20;33.4;25.2;74;0;8;4;3;0;0
2012-08-11 00.00.00;21;32.7;25.5;78;0;7.7;4;3;0;0
2012-08-12 00.00.00;23;33.8;25.7;81;0;7.2;4;2;0;0
2012-08-13 00.00.00;21;33;25.6;81;7;7.9;3;3;0;0
2012-08-14 00.00.00;22;33.4;26.5;72;0;7.6;3;2;0;0
2012-08-15 00.00.00;20;33;25.6;65;0;8;3;3;0;0
2012-08-16 00.00.00;21;32.6;25.4;72;0;8;3;2;0;0
2012-08-17 00.00.00;21;33.5;25.7;65;0;7.9;3;3;0;0
2012-08-18 00.00.00;20;32.8;25.1;79;0;7.8;3;2;0;0
2012-08-19 00.00.00;23;33.8;27.8;71;0;7.6;3;2;0;0
2012-08-20 00.00.00;23;33.6;25.9;78;0;7.9;4;3;0;0
2012-08-21 00.00.00;20;33;25.2;76;0;7.8;3;2;0;0
2012-08-22 00.00.00;22;33.2;26;74;0;7.8;3;3;0;0
2012-08-23 00.00.00;23;33.6;26.6;70;0;7.8;5;3;0;0
2012-08-24 00.00.00;22;33.5;26.5;69;0;6.8;4;2;0;0
2012-08-25 00.00.00;21;33.4;26;67;0;7.9;4;3;0;0
2012-08-26 00.00.00;21;34;26.3;68;0;6.9;3;2;0;0
2012-08-27 00.00.00;21;31.6;25.8;73;0;1.2;4;3;0;0
